episode,score
0,0.6829999847337603
1,0.7114999840967358
2,0.6124999863095582
3,1.0619999762624501
4,1.0044999775476753
5,1.0834999757818877
6,1.421999968215823
7,1.1944999733008443
8,0.878999980352819
9,1.3694999693892895
10,1.2069999730214476
11,1.3314999702386558
12,0.9599999785423279
13,0.9114999796263874
14,1.6069999640807509
15,2.353499947395176
16,3.008499932754785
17,3.029499932285398
18,3.6579999182373286
19,2.8134999371133746
20,3.8944999129511415
21,5.337999880686402
22,6.42749985633418
23,6.091499863844365
24,6.7599998489022255
25,6.563499853294343
26,7.855499824415892
27,7.264499837625772
28,9.12899979595095
29,7.767499826382846
30,10.1329997735098
31,10.384999767877162
32,12.349999723955989
33,12.091499729733915
34,15.319999657571316
35,15.306999657861889
36,16.420999632962047
37,18.818499579373746
38,19.941999554261564
39,20.623999539017678
40,20.317499545868486
41,25.482999430410565
42,29.422999342344703
43,28.902499353978783
44,29.752499334979802
45,31.384999298490584
46,33.128499259520325
47,34.33699923250824
48,33.983499240409586
49,35.62349920375273
50,35.479499206971376
51,35.44999920763075
52,35.73949920115992
53,35.61749920388684
54,35.95299919638783
55,36.134499192330985
56,35.2354992124252
57,36.29149918882176
58,36.508999183960256
59,36.90649917507544
60,36.80099917743355
61,36.43199918568134
62,37.02099917251617
63,36.85599917620421
64,37.146999169699846
65,36.827999176830055
66,37.33499916549772
67,36.792999177612366
68,37.348499165195975
69,37.14099916983396
70,37.57049916023389
71,37.49549916191027
72,36.909499175008385
73,36.44999918527901
74,37.09999917075038
75,37.51349916150794
76,37.32549916571006
77,37.981499151047316
78,37.96349915144965
79,38.007499150466174
80,37.664999158121645
81,37.66299915816635
82,37.4049991639331
83,37.291999166458844
84,37.32249916577712
85,37.79349915524945
86,37.09699917081743
87,36.836999176628886
88,37.49149916199967
89,37.312499166000634
90,37.844499154109506
91,38.147999147325756
92,37.06349917156622
93,37.607999159395696
94,37.645499158557506
95,37.1334991700016
96,37.278999166749415
97,37.05299917180091
98,37.447999162971975
99,36.8289991768077
100,37.20499916840345
101,37.84399915412068
102,37.36249916488305
103,37.233499167766425
104,36.892499175388366
105,37.48649916211143
106,36.52599918358028
107,36.618499181512746
108,37.17099916916341
109,36.653999180719254
110,37.56399916037917
111,37.55899916049093
112,37.933499152120206
113,37.140499169845135
114,36.635499181132765
115,37.04199917204678
116,37.357499164994806
