episode,score
0,0.15249999659135938
1,0.8809999803081154
2,1.0474999765865505
3,1.243499972205609
4,1.3664999694563449
5,1.6724999626167119
6,1.9489999564364553
7,2.0334999545477332
8,1.757999960705638
9,2.0504999541677535
10,1.7909999599680304
11,2.4754999446682633
12,3.427499923389405
13,3.9014999127946792
14,4.741499894019216
15,5.087499886285514
16,7.319499836396426
17,9.292999792285263
18,16.264499636460094
19,21.543999518454076
20,28.075999372452497
21,30.32749932212755
22,33.90449924217537
23,35.409499208536
24,36.56949918260798
25,36.13649919228628
26,37.35699916500598
27,37.468999162502584
28,37.96099915150553
29,37.53599916100502
30,37.627499158959836
31,37.64599915854633
32,38.43799914084375
33,37.95349915167317
34,37.719499156903474
35,38.184499146509914
36,38.03749914979562
37,37.72399915680289
38,37.15299916956574
39,37.49249916197732
40,37.72249915683642
41,37.54449916081503
42,37.94549915185198
43,37.48649916211143
44,37.76649915585294
45,37.432499163318425
46,37.161499169375745
47,36.210499190632255
48,37.00049917297438
49,37.07299917135388
50,36.88449917556718
51,37.46449916260317
52,36.872999175824226
53,36.998499173019084
54,37.03649917216971
55,37.57149916021153
56,37.41399916373193
57,37.34049916537479
58,37.07699917126447
59,36.56549918269739
60,36.72349917916581
61,36.3399991877377
62,36.50449918406084
63,36.767499178182334
64,37.68149915775284
65,37.34949916517362
66,37.36499916482717
67,37.02649917239323
68,37.46949916249141
69,37.4589991627261
70,36.17599919140339
71,36.769999178126454
72,37.25649916725233
73,36.93899917434901
74,37.04799917191267
75,37.24949916740879
76,36.765999178215864
77,36.74349917871878
78,36.999999172985554
79,36.63999918103218
80,36.99349917313084
81,35.981999195739625
82,36.963499173801395
83,37.04549917196855
84,36.697499179746956
85,36.18549919119105
86,36.82049917699769
87,36.22649919027462
88,36.91549917487428
89,36.80499917734414
90,37.14999916963279
91,37.16799916923046
92,36.62349918140099
93,36.516999183781444
94,36.750499178562315
