episode,score
0,0.8064999819733203
1,0.7469999833032489
2,0.9689999783411622
3,1.1834999735467135
4,1.3774999692104757
5,1.0794999758712946
6,1.4799999669194221
7,1.4959999665617942
8,1.413499968405813
9,1.7514999608509243
10,2.055999954044819
11,2.3984999463893475
12,3.1594999293796717
13,4.841999891772867
14,5.019499887805432
15,6.755999848991633
16,8.600999807752668
17,13.790499691758304
18,20.367999544739725
19,20.829499534424393
20,26.819999400526285
21,28.430499364528806
22,33.909999242052436
23,34.76349922297523
24,35.537499205674976
25,36.932499174494296
26,37.24299916755408
27,37.33399916552007
28,37.77199915573001
29,37.29399916641414
30,37.6659991580993
31,37.540999160893264
32,37.57799916006625
33,38.171499146800485
34,37.936499152053145
35,38.468499140162024
36,38.08449914874509
37,38.18249914655462
38,37.4754991623573
39,37.53249916108325
40,37.14899916965514
41,37.19449916863814
42,37.856499153841284
43,37.71199915707111
44,37.567999160289766
45,38.28299914430827
46,38.045999149605635
47,37.292999166436495
48,36.99699917305261
49,37.398999164067206
50,37.757999156042935
51,37.936499152053145
52,37.96299915146083
53,38.114499148074536
54,37.79749915516004
55,37.74549915632233
56,37.55549916056916
57,37.161499169375745
58,38.20449914606288
59,37.60499915946275
60,38.08299914877862
61,37.6059991594404
62,37.47449916237965
63,37.45249916287139
64,37.835499154310675
65,37.5044991617091
66,37.7739991556853
67,37.379499164503066
68,37.4029991639778
69,36.831999176740645
70,37.739999156445265
71,37.94199915193021
72,38.16299914699048
73,37.800499155092986
74,37.65149915842339
75,38.211499145906416
76,36.72549917912111
77,37.3469991652295
78,37.460999162681404
79,37.20699916835874
80,37.45949916271493
81,37.48849916206673
82,37.2889991665259
83,36.64749918086454
84,37.701499157305804
85,37.98849915089086
86,37.508499161619696
87,37.416999163664876
88,38.044999149627984
89,37.83749915426597
