episode,score
0,0.5934999867342412
1,1.0799999758601189
2,0.7099999841302633
3,0.8604999807663262
4,0.9909999778494238
5,1.0209999771788716
6,1.6249999636784196
7,1.3429999699816109
8,1.7014999619685114
9,1.936499956715852
10,2.2784999490715565
11,2.3844999467022716
12,3.054999931715429
13,3.6419999185949563
14,4.358499902579934
15,4.9789998887106774
16,6.557999853417277
17,9.401999789848924
18,14.188499682862311
19,13.861499690171332
20,20.616999539174138
21,22.534499496314673
22,27.571499383728952
23,28.935499353241177
24,31.07099930550903
25,33.009999262169
26,35.73499920126051
27,37.48349916217849
28,38.33499914314598
29,37.78849915536121
30,38.14249914744869
31,38.231999145448206
32,38.13049914771691
33,38.26349914474413
34,38.23499914538115
35,38.37749914219603
36,38.2649991447106
37,37.937499152030796
38,37.98599915094674
39,37.81299915481359
40,37.19399916864931
41,37.9189991524443
42,37.87099915351719
43,37.60849915938452
44,37.42499916348606
45,37.97199915125966
46,37.26899916697293
47,37.74549915632233
48,38.09599914848805
49,37.71449915701523
50,37.52499916125089
51,38.065499149169774
52,37.6059991594404
53,37.65899915825575
54,37.56599916033447
55,37.861499153729525
56,38.11699914801866
57,37.84749915404245
58,38.17449914673343
59,37.20449916841462
60,37.119999170303345
61,37.5624991604127
62,37.67349915793166
63,37.375499164592476
64,37.228499167878184
65,37.49349916195497
66,37.17399916909635
67,37.358999164961276
68,37.78599915541709
69,37.90999915264547
70,37.84249915415421
71,37.566999160312115
72,37.07199917137623
73,37.139499169867484
74,36.9864991732873
75,37.32949916562065
76,37.82049915464595
77,37.33099916558713
78,37.862999153696
79,37.17349916910753
80,37.37749916454777
81,36.89499917533249
82,37.01049917275086
83,36.89849917525426
84,37.22399916797876
85,36.911999174952506
86,36.928999174572525
87,37.740999156422916
88,37.13049917006865
89,37.190999168716374
90,37.042499172035605
91,36.56649918267503
92,36.26149918949231
93,36.741499178763476
94,37.120999170280996
95,37.32949916562065
96,37.62199915908277
97,37.59499915968627
