episode,score,ma,std
0,0.8219999816268683,0.8219999816268683,0.0
1,0.9849999779835343,0.9034999798052012,0.08149999817833303
2,0.6099999863654375,0.8056666486586134,0.15352813369277976
3,0.9029999798163771,0.8299999814480543,0.1394793860407913
4,1.2919999711215495,0.9223999793827534,0.22296779538216369
5,1.5459999654442071,1.0263333103929957,0.30893292360814345
6,1.3024999708868563,1.0657856904635472,0.3019010954530266
7,1.5654999650083483,1.1282499747816472,0.3272059675706992
8,1.3329999702051283,1.1509999742731452,0.315132152181195
9,1.765499960538,1.2124499728996305,0.35122979228031365
10,1.3154999705962838,1.2218181545084172,0.3361922584129498
11,0.9199999794363976,1.1966666399190822,0.33251323374102343
12,1.1139999751001597,1.190307665702242,0.3202269279069091
13,2.0669999537989496,1.2529285434234354,0.3823591091662094
14,4.017999910190701,1.437266634541253,0.7824189211598888
15,5.736999871768058,1.7059999618679285,1.287315880395399
16,6.6344998517073694,1.995911720093778,1.704254122005888
17,9.844499779958278,2.43194439008625,2.4444300589570847
18,21.087499528657645,3.413815713168955,4.79729459151564
19,21.05699952933937,4.295974903977476,6.053860383963846
20,27.612999382801355,5.4063094029690895,7.717569457086182
21,31.53949929503724,6.594181670790369,9.299753582308066
22,35.218999212794,7.838738955225309,10.807473503858366
23,34.974499218259005,8.969395632851713,11.888549073672364
24,36.58799918219447,10.074139774825424,12.84426432207921
25,37.1604991693981,11.115922828462836,13.629480074224684
26,38.09899914842099,12.115296025498322,14.312583363984084
27,38.076999148912726,13.042499708477408,14.857525018839905
28,38.424499141145496,13.917741068224583,15.316117171020133
29,37.952999151684345,14.718916337673242,15.664564136359225
30,37.84999915398657,15.4650802994898,15.942582964848262
31,38.221999145671724,16.176234013432985,16.1833616209476
32,38.1344991476275,16.841635987196454,16.374770432887573
33,38.57849913770333,17.480955491623128,16.54493608428899
34,38.56499913800508,18.083356738662612,16.68088965032946
35,38.129999147728086,18.64020791669221,16.774259098443988
36,38.19599914625287,19.168742814788445,16.847183348954534
37,37.82299915459007,19.659644297414804,16.890081633943364
38,37.98849915089086,20.12961493468342,16.92197591473213
39,38.222999145649375,20.58194953995757,16.94621179931719
40,37.67499915789813,20.99885318917563,16.94468041165066
41,38.072999149002136,21.405380473933405,16.942898019406897
42,37.94699915181845,21.790069280395848,16.92930381635081
43,37.42149916356429,22.145329050467858,16.8971793459586
44,37.830499154422434,22.493888386111294,16.867590766579994
45,37.90199915282428,22.828847315822447,16.83387605215245
46,37.84299915414304,23.14829735493565,16.794173317867433
47,38.11549914805219,23.460114058958908,16.755241844731444
48,37.50949916159734,23.746836203910714,16.701941202802338
49,37.49399916194379,24.021779463071375,16.64571533864392
50,37.18349916888401,24.279852398479466,16.582429951982757
51,37.129499170091,24.52696099024123,16.516753908339656
52,37.55349916061387,24.772744729304865,16.455917836848972
53,37.952999151684345,25.016823514904484,16.39938762088442
54,37.93849915200845,25.251763071942737,16.34107444051844
55,38.011499150376764,25.479615501914772,16.282436193861237
56,37.7739991556853,25.69530644320899,16.219488425664064
57,37.88699915315956,25.905508041656418,16.15718455057769
58,37.90199915282428,26.108838399472823,16.094342662759487
59,37.25749916722998,26.294649412268775,16.023350238531496
60,37.53299916107208,26.478884654052436,15.955416972625988
61,37.03249917225912,26.649104243055767,15.881962544520974
62,37.38499916438013,26.81951527355298,15.812446097184004
63,37.09999917075038,26.98014783444669,15.740147919618902
64,37.51999916136265,27.142299393322322,15.67237836287163
65,37.93449915209785,27.305817571485587,15.608967258305269
66,37.628999158926305,27.459894908611567,15.542531054196044
67,37.31049916604534,27.60475673592677,15.473324114773789
68,37.48649916211143,27.74797039427727,15.40612021047407
69,37.67049915799871,27.889720805187576,15.34093464761528
70,37.78199915550649,28.029048669276577,15.277055524919618
71,38.4079991415143,28.173200759168765,15.21914213016081
72,38.37199914231896,28.312910326061235,15.160960724055494
73,37.848499154020104,28.441769634547164,15.098368446170431
74,37.75499915610999,28.565946028168,15.035368862054858
75,37.242499167565256,28.680111201054807,14.96881221580092
76,37.782499155495316,28.798324031631957,14.906959597926004
77,37.44099916312844,28.909127558958833,14.842973567552884
78,37.40049916403368,29.016613275478765,14.77924995445569
79,37.978999151103196,29.12864309892408,14.720305879193841
80,37.63349915882573,29.233641321885823,14.659270860882032
81,36.77849917793647,29.325651783544977,14.593125123020416
82,36.61699918154627,29.413499342557042,14.526745541387399
83,36.86399917602539,29.502195769145953,14.462609840331595
84,37.63649915875867,29.597893456082573,14.404012293427204
85,36.52799918353558,29.6784760808204,14.33928227176588
86,37.32399916574359,29.766355656509173,14.279908528589202
87,37.000999172963205,29.848567514650696,14.219232659423492
88,37.83499915432185,29.938302701613292,14.164160040697817
89,37.414499163720755,30.021371551192264,14.107034381670596
