episode,score
0,0.12999999709427357
1,0.0
2,0.0
3,0.979999978095293
4,1.0399999767541885
5,1.459999967366457
6,1.0699999760836363
7,3.3599999248981476
8,0.8999999798834324
9,1.839999958872795
10,0.5699999872595072
11,2.2099999506026506
12,2.1699999514967203
13,1.2599999718368053
14,3.349999925121665
15,0.979999978095293
16,0.8199999816715717
17,2.4499999452382326
18,1.269999971613288
19,1.9799999557435513
20,0.6799999848008156
21,1.5499999653548002
22,2.319999948143959
23,1.5399999655783176
24,2.9999999329447746
25,2.9499999340623617
26,2.0899999532848597
27,2.0399999544024467
28,1.8299999590963125
29,2.4699999447911978
30,1.1899999734014273
31,3.089999930933118
32,3.2599999271333218
33,3.7899999152868986
34,5.389999879524112
35,3.709999917075038
36,0.9999999776482582
37,4.5099998991936445
38,3.899999912828207
39,5.469999877735972
40,0.8399999812245369
41,6.289999859407544
42,4.059999909251928
43,3.9899999108165503
44,4.979999888688326
45,2.899999935179949
46,6.529999854043126
47,8.939999800175428
48,4.159999907016754
49,2.7199999392032623
50,8.009999820962548
51,6.649999851360917
52,6.979999843984842
53,7.329999836161733
54,5.529999876394868
55,7.209999838843942
56,6.9999998435378075
57,4.829999892041087
58,3.2899999264627695
59,5.1799998842179775
60,4.769999893382192
61,4.8799998909235
62,8.01999982073903
63,4.239999905228615
64,9.21999979391694
65,5.0599998869001865
66,4.779999893158674
67,6.409999856725335
68,9.909999778494239
69,8.689999805763364
70,7.409999834373593
71,11.759999737143517
72,5.859999869018793
73,6.679999850690365
74,2.8299999367445707
75,8.489999810233712
76,10.219999771565199
77,6.6399998515844345
78,7.599999830126762
79,6.959999844431877
80,4.2699999045580626
81,8.779999803751707
82,11.559999741613865
83,11.149999750778079
84,5.829999869689345
85,9.279999792575836
86,8.429999811574817
87,7.539999831467867
88,9.589999785646796
89,9.929999778047204
90,19.229999570176005
91,11.029999753460288
92,11.359999746084213
93,7.539999831467867
94,14.6399996727705
95,10.789999758824706
96,11.649999739602208
97,10.219999771565199
98,10.269999770447612
99,12.46999972127378
100,12.889999711886048
101,9.79999978095293
102,9.649999784305692
103,9.299999792128801
104,10.68999976105988
105,15.209999660030007
106,12.619999717921019
107,10.37999976798892
108,14.149999683722854
109,22.799999490380287
110,9.279999792575836
111,11.22999974898994
112,13.019999708980322
113,17.749999603256583
114,21.68999951519072
115,15.889999644830823
116,21.059999529272318
117,13.639999695122242
118,24.1699994597584
119,22.819999489933252
120,17.529999608173966
121,25.889999421313405
122,19.82999955676496
123,14.699999671429396
124,24.54999945126474
125,19.769999558106065
126,27.83999937772751
127,21.329999523237348
128,26.98999939672649
129,20.36999954469502
130,22.569999495521188
131,17.14999961666763
132,26.519999407231808
133,15.019999664276838
134,23.799999468028545
135,22.749999491497874
136,24.229999458417296
137,22.53999949619174
138,20.25999954715371
139,25.819999422878027
140,29.65999933704734
141,22.869999488815665
142,28.099999371916056
143,26.28999941237271
144,25.529999429360032
145,26.79999940097332
146,28.649999359622598
147,29.169999347999692
148,27.929999375715852
149,31.90999928675592
150,27.30999938957393
151,32.8399992659688
152,29.679999336600304
153,28.92999935336411
154,27.789999378845096
155,26.669999403879046
156,26.87999939918518
157,30.389999320730567
158,37.319999165832996
159,31.71999929100275
160,28.019999373704195
161,31.819999288767576
162,30.85999931022525
163,30.769999312236905
164,33.83999924361706
165,31.609999293461442
166,38.72999913431704
167,31.349999299272895
168,33.5299992505461
169,34.58999922685325
170,32.48999927379191
171,35.09999921545386
172,37.159999169409275
173,32.24999927915633
174,34.76999922282994
175,32.439999274909496
176,35.88999919779599
177,30.89999930933118
178,33.829999243840575
179,37.7199991568923
180,37.4899991620332
181,33.09999926015735
182,36.55999918282032
183,34.74999922327697
184,36.04999919421971
185,34.219999235123396
186,37.04999917186797
187,37.7199991568923
188,37.47999916225672
189,38.87999913096428
190,35.339999210089445
191,37.239999167621136
192,35.38999920897186
193,35.94999919645488
194,37.49999916180968
195,34.64999922551215
196,37.75999915599823
197,34.93999921903014
198,35.999999195337296
199,38.01999915018678
200,38.91999913007021
201,37.95999915152788
202,36.349999187514186
203,36.27999918907881
204,37.37999916449189
205,36.1699991915375
206,38.64999913610518
207,33.65999924764037
208,36.36999918706715
209,33.27999925613403
210,37.509999161586165
211,39.27999912202358
