episode,score
0,0.31049999305978415
1,0.08099999818950891
2,0.41549999071285126
3,0.3809999914839864
4,0.46099998969584705
5,0.7189999839290977
6,0.7024999842979014
7,0.7454999833367765
8,0.894499980006367
9,0.6604999852366745
10,0.9999999776482582
11,1.3044999708421527
12,1.2789999714121223
13,1.7474999609403312
14,2.3804999467916788
15,2.9064999350346623
16,2.492999944277108
17,3.2229999279603363
18,3.5774999200366437
19,3.833499914314598
20,4.367499902378768
21,3.509499921556562
22,4.813499892409891
23,5.429499878641218
24,5.566499875579029
25,6.403499856870622
26,7.605999829992652
27,7.639499829243869
28,9.267999792844057
29,8.014499820861966
30,11.119499751459808
31,14.758999670110644
32,19.84099955651909
33,18.671999582648276
34,24.84449944468215
35,26.14249941566959
36,30.441999319568275
37,31.912999286688866
38,32.34849927695468
39,34.1289992371574
40,35.636999203450976
41,36.10699919294566
42,36.803499177377674
43,37.26999916695058
44,36.93949917433783
45,37.615999159216884
46,37.684499157685785
47,36.83899917658418
48,37.59449915969744
49,37.78549915542826
50,37.48249916220084
51,37.76099915597588
52,37.6164991592057
53,37.36899916473776
54,36.658499180618676
55,37.543499160837385
56,37.17899916898459
57,37.70199915729463
58,36.9904991731979
59,37.49499916192144
60,37.35299916509539
61,37.367999164760114
62,37.5749991601333
63,37.161499169375745
64,37.36599916480482
65,36.151499191951004
66,36.998499173019084
67,35.96499919611961
68,37.781499155517665
69,37.7614991559647
70,37.544999160803854
71,37.530499161127956
72,37.10849917056039
73,37.36999916471541
74,37.05299917180091
75,37.35799916498363
76,37.17649916904047
77,37.75849915603176
78,37.87499915342778
79,37.482999162189664
80,37.40899916384369
81,37.6204991591163
82,37.339499165397136
83,37.1564991694875
84,37.5934991597198
85,37.352499165106565
86,37.586499159876254
87,37.385999164357784
88,37.434999163262546
89,36.83899917658418
90,38.07099914904684
91,37.78699915539473
92,37.49899916183203
93,37.83649915428832
94,38.2794991443865
95,37.330499165598305
96,37.487999162077905
97,37.813499154802415
98,37.22399916797876
99,37.140499169845135
100,37.379499164503066
101,37.64399915859103
102,37.35449916506186
103,37.1439991697669
104,37.46549916258082
105,37.800499155092986
106,37.198499168548736
107,37.17049916917458
108,37.88099915329367
109,37.68099915776402
110,36.81749917706475
111,37.63949915869161
