episode,score
0,0.6899999845772982
1,0.0
2,0.4899999890476465
3,0.5299999881535769
4,0.5899999868124723
5,1.6899999622255564
6,0.9999999776482582
7,1.3699999693781137
8,1.2399999722838402
9,0.2899999935179949
10,2.2799999490380287
11,0.23999999463558197
12,0.25999999418854713
13,1.3199999704957008
14,0.5099999886006117
15,1.0699999760836363
16,2.0199999548494816
17,1.8499999586492777
18,1.8999999575316906
19,2.0199999548494816
20,1.4299999680370092
21,1.6399999633431435
22,1.5699999649077654
23,3.8399999141693115
24,0.8599999807775021
25,2.1699999514967203
26,1.2099999729543924
27,2.8399999365210533
28,2.659999940544367
29,2.9799999333918095
30,2.579999942332506
31,1.9199999570846558
32,5.069999886676669
33,6.989999843761325
34,5.549999875947833
35,6.749999849125743
36,4.539999898523092
37,7.529999831691384
38,4.539999898523092
39,8.649999806657434
40,2.5499999430030584
41,5.8499998692423105
42,6.609999852254987
43,3.1199999302625656
44,5.889999868348241
45,2.9099999349564314
46,11.639999739825726
47,10.929999755695462
48,11.109999751672149
49,9.089999796822667
50,11.729999737814069
51,10.72999976016581
52,9.289999792352319
53,6.2099998611956835
54,11.489999743178487
55,10.189999772235751
56,10.619999762624502
57,12.969999710097909
58,3.8199999146163464
59,13.739999692887068
60,12.919999711215496
61,15.87999964505434
62,24.689999448135495
63,5.099999886006117
64,13.179999705404043
65,19.379999566823244
66,15.91999964416027
67,19.98999955318868
68,18.46999958716333
69,28.22999936901033
70,29.08999934978783
71,23.9399994648993
72,27.059999395161867
73,26.969999397173524
74,17.589999606832862
75,28.279999367892742
76,26.559999406337738
77,30.389999320730567
78,31.189999302849174
79,32.1499992813915
80,31.5199992954731
81,33.44999925233424
82,35.31999921053648
83,35.63999920338392
84,30.489999318495393
85,36.689999179914594
86,35.109999215230346
87,35.019999217242
88,37.43999916315079
89,37.26999916695058
90,38.49999913945794
91,36.94999917410314
92,38.67999913543463
93,33.72999924607575
94,38.1199991479516
95,35.97999919578433
96,36.539999183267355
97,39.23999912291765
98,37.429999163374305
99,38.1199991479516
100,35.78999920003116
101,37.699999157339334
102,34.43999923020601
103,38.24999914504588
104,37.009999172762036
105,37.74999915622175
106,39.53999911621213
107,35.489999206736684
108,38.94999912939966
109,39.329999120905995
110,38.22999914549291
111,38.75999913364649
112,35.43999920785427
113,38.90999913029373
114,39.04999912716448
115,39.18999912403524
116,39.18999912403524
117,39.53999911621213
118,39.479999117553234
119,38.06999914906919
120,36.849999176338315
121,39.559999115765095
122,38.239999145269394
123,39.329999120905995
124,39.35999912023544
125,37.59999915957451
126,39.45999911800027
127,38.789999132975936
128,38.29999914392829
129,37.899999152868986
130,37.8899991530925
131,38.819999132305384
132,39.27999912202358
133,37.899999152868986
134,37.67999915778637
135,38.519999139010906
136,38.37999914214015
137,38.65999913588166
138,39.019999127835035
