episode,score,ma,std
0,0.886999980174005,0.886999980174005,0.0
1,1.0319999769330024,0.9594999785535037,0.07249999837949866
2,0.5694999872706831,0.8294999814592301,0.1931428616310747
3,0.68899998459965,0.7943749822443351,0.17798713565541607
4,1.0429999766871334,0.8440999811328946,0.18770678843591307
5,1.379499969165772,0.9333333124717077,0.2630103973798039
6,1.7279999613761903,1.0468571194580623,0.36961916972389075
7,1.5889999644830823,1.1146249750861899,0.38947196958702845
8,1.9779999557882548,1.2105555284975305,0.4565692886875661
9,2.1939999509602783,1.3088999707438052,0.5240750210818875
10,2.5469999430701136,1.4214545136825605,0.6134910566286373
11,2.3719999469816684,1.500666633124153,0.643449424622556
12,3.0929999308660627,1.6231538098735308,0.7498107897523919
13,5.5824998752214015,1.9059642431126644,1.2497281920104337
14,7.421499834116548,2.2736666158462566,1.8304561378083006
15,9.335999791324138,2.7150624393136242,2.462440489134531
16,11.92499973345548,3.256823456616086,3.2253697513958133
17,18.117499595042318,4.082416575417543,4.6273462150765186
18,25.31199943423271,5.199763041670973,6.53893755601281
19,27.311499389540405,6.305349859064444,7.990240368628051
20,34.559999227523804,7.650809352800604,9.849313603516375
21,36.65299918074161,8.969090708616104,11.36198309426619
22,37.72349915681407,10.219282380276885,12.564529091327808
23,38.01449915030971,11.377416412361589,13.495884385649285
24,38.06749914912507,12.445019721832127,14.219985350562018
25,39.017499127890915,13.467038160526696,14.850717001760135
26,38.925499129947276,14.40994412235709,15.34572806091743
27,38.633999136462805,15.275088944289436,15.725450831596365
28,38.87399913109839,16.088844467972503,16.040701814642944
29,38.53099913876504,16.836916290332255,16.2774704107732
30,38.43299914095551,17.533564124223325,16.461124505311606
31,38.17899914663285,18.178733968673622,16.595313150972583
32,38.164999146945775,18.784378368015204,16.697203195972158
33,38.37049914235249,19.360440743731004,16.779382412084352
34,38.56299913804978,19.909085269282972,16.84451906687448
35,37.874499153438954,20.40812454384286,16.869280462589003
36,38.46899914015084,20.89625628968902,16.895540387647227
37,38.84649913171306,21.36863110132123,16.917544241469745
38,37.63999915868044,21.785845666894545,16.896133897692952
39,38.1799991466105,22.195699503887443,16.878790943422576
40,38.05749914934859,22.58257266597186,16.850275768082906
41,37.72799915671349,22.943178058608567,16.807825525061542
42,37.94049915196374,23.291952967756362,16.76431349808806
43,38.088499148655686,23.628238108231347,16.71878150732537
44,37.93199915215373,23.94609946476296,16.66588517571738
45,37.903999152779576,24.249532066676363,16.608939102404797
46,37.739999156445265,24.536563281352297,16.546218948483855
47,38.15599914714694,24.820301528556346,16.4881021930252
48,37.77049915576354,25.084591276050368,16.42139326576063
49,38.13199914768338,25.345539433483033,16.358652657095597
50,38.18349914653227,25.5972641337389,16.294987450017878
51,38.23499914538115,25.840297499347404,16.230608767884778
52,37.78749915538356,26.0657163985179,16.15872967704823
53,37.91849915245548,26.28521237544267,16.08796864349826
54,37.92649915227666,26.49687213502147,16.016743091848955
55,37.18999916873872,26.687820832052132,15.936136152821584
56,37.18849916877225,26.872043259012138,15.855772191541966
57,37.01199917271733,27.046870085110502,15.773810759947587
58,37.43799916319549,27.22299091694245,15.696974560527789
59,37.5479991607368,27.395074387672356,15.621638114518193
60,38.02199915014207,27.569286269024317,15.551719548701533
61,37.47299916241318,27.729023573756397,15.476160841800672
62,37.375499164592476,27.882142233928395,15.400110187601257
63,37.36449916483834,28.030304060973865,15.324512623991493
64,37.51599916145206,28.176237831750452,15.250925876916842
65,37.524499161262064,28.317878154924873,15.177966489458257
66,37.397499164100736,28.45339488640511,15.104448827161
67,37.01899917256087,28.579359655319166,15.028386715972804
68,37.35299916509539,28.706513851113023,14.955889170403331
69,37.66699915807694,28.83452078406965,14.886699784531597
70,37.41099916379899,28.955316254206682,14.816002062337338
71,37.486999162100254,29.073811850149653,14.746594127159385
72,37.48049916224554,29.18897195031535,14.677804993363834
73,37.604499159473924,29.302695290979653,14.610638059875821
74,36.86849917592481,29.403572676112255,14.538827675870026
75,37.15449916953221,29.505558551025675,14.469841431784435
76,38.00249915057793,29.61590842894194,14.40772700505981
77,37.38099916446954,29.715460874269212,14.341701613892129
78,37.506499161664394,29.814081612084344,14.27723492174321
79,37.239999167621136,29.906905581528548,14.211689938321122
80,36.8289991768077,29.99236352714928,14.144359039666217
81,36.98149917339906,30.077596888688916,14.078762163938968
